term_str,n,p,i,n_chars,max_pos_group,max_pos,stop,porter_stem,df,idf,dfidf
thieves,2,2.1401819154628142e-05,15.511907043519884,7,NN,NNS,0,thiev,1.0,3.4594316186372973,3.4594316186372973
taxi,2,2.1401819154628142e-05,15.511907043519884,4,NN,NN,0,taxi,2.0,2.4594316186372973,4.918863237274595
floors,2,2.1401819154628142e-05,15.511907043519884,6,NN,NNS,0,floor,2.0,2.4594316186372973,4.918863237274595
bubbles,2,2.1401819154628142e-05,15.511907043519884,7,NN,NNS,0,bubbl,2.0,2.4594316186372973,4.918863237274595
pacing,2,2.1401819154628142e-05,15.511907043519884,6,VB,VBG,0,pace,2.0,2.4594316186372973,4.918863237274595
act,2,2.1401819154628142e-05,15.511907043519884,3,NN,NNP,0,act,2.0,2.4594316186372973,4.918863237274595
post,2,2.1401819154628142e-05,15.511907043519884,4,NN,NN,0,post,1.0,3.4594316186372973,3.4594316186372973
lil,2,2.1401819154628142e-05,15.511907043519884,3,NN,NN,0,lil,1.0,3.4594316186372973,3.4594316186372973
dripdripdripped,2,2.1401819154628142e-05,15.511907043519884,15,NN,NNP,0,dripdripdrip,1.0,3.4594316186372973,3.4594316186372973
parking,2,2.1401819154628142e-05,15.511907043519884,7,NN,NN,0,park,1.0,3.4594316186372973,3.4594316186372973
goin,2,2.1401819154628142e-05,15.511907043519884,4,NN,NN,0,goin,1.0,3.4594316186372973,3.4594316186372973
drift,2,2.1401819154628142e-05,15.511907043519884,5,VB,VBP,0,drift,2.0,2.4594316186372973,4.918863237274595
direction,2,2.1401819154628142e-05,15.511907043519884,9,NN,NN,0,direct,1.0,3.4594316186372973,3.4594316186372973
passionate,2,2.1401819154628142e-05,15.511907043519884,10,NN,NNP,0,passion,1.0,3.4594316186372973,3.4594316186372973
fucks,2,2.1401819154628142e-05,15.511907043519884,5,NN,NNS,0,fuck,1.0,3.4594316186372973,3.4594316186372973
kills,2,2.1401819154628142e-05,15.511907043519884,5,NN,NNS,0,kill,2.0,2.4594316186372973,4.918863237274595
scrutiny,2,2.1401819154628142e-05,15.511907043519884,8,NN,NN,0,scrutini,1.0,3.4594316186372973,3.4594316186372973
attached,2,2.1401819154628142e-05,15.511907043519884,8,JJ,JJ,0,attach,1.0,3.4594316186372973,3.4594316186372973
glow,2,2.1401819154628142e-05,15.511907043519884,4,NN,NN,0,glow,1.0,3.4594316186372973,3.4594316186372973
gate,2,2.1401819154628142e-05,15.511907043519884,4,NN,NN,0,gate,1.0,3.4594316186372973,3.4594316186372973
handsome,2,2.1401819154628142e-05,15.511907043519884,8,JJ,JJ,0,handsom,2.0,2.4594316186372973,4.918863237274595
snuck,2,2.1401819154628142e-05,15.511907043519884,5,VB,VBP,0,snuck,1.0,3.4594316186372973,3.4594316186372973
circus,2,2.1401819154628142e-05,15.511907043519884,6,NN,NN,0,circu,1.0,3.4594316186372973,3.4594316186372973
meeting,2,2.1401819154628142e-05,15.511907043519884,7,NN,NN,0,meet,2.0,2.4594316186372973,4.918863237274595
cash,2,2.1401819154628142e-05,15.511907043519884,4,NN,NN,0,cash,2.0,2.4594316186372973,4.918863237274595
killed,2,2.1401819154628142e-05,15.511907043519884,6,VB,VBD,0,kill,1.0,3.4594316186372973,3.4594316186372973
ease,2,2.1401819154628142e-05,15.511907043519884,4,NN,NN,0,eas,1.0,3.4594316186372973,3.4594316186372973
winning,2,2.1401819154628142e-05,15.511907043519884,7,NN,NN,0,win,2.0,2.4594316186372973,4.918863237274595
donny,2,2.1401819154628142e-05,15.511907043519884,5,JJ,JJ,0,donni,1.0,3.4594316186372973,3.4594316186372973
despair,2,2.1401819154628142e-05,15.511907043519884,7,NN,NN,0,despair,1.0,3.4594316186372973,3.4594316186372973
shared,2,2.1401819154628142e-05,15.511907043519884,6,VB,VBN,0,share,2.0,2.4594316186372973,4.918863237274595
mirrorball,2,2.1401819154628142e-05,15.511907043519884,10,NN,NN,0,mirrorbal,1.0,3.4594316186372973,3.4594316186372973
devils,2,2.1401819154628142e-05,15.511907043519884,6,NN,NNS,0,devil,1.0,3.4594316186372973,3.4594316186372973
window,2,2.1401819154628142e-05,15.511907043519884,6,NN,NN,0,window,1.0,3.4594316186372973,3.4594316186372973
killing,2,2.1401819154628142e-05,15.511907043519884,7,VB,VBG,0,kill,1.0,3.4594316186372973,3.4594316186372973
mistletoe,2,2.1401819154628142e-05,15.511907043519884,9,NN,NN,0,mistleto,2.0,2.4594316186372973,4.918863237274595
shiny,2,2.1401819154628142e-05,15.511907043519884,5,JJ,JJ,0,shini,1.0,3.4594316186372973,3.4594316186372973
husband,2,2.1401819154628142e-05,15.511907043519884,7,NN,NN,0,husband,2.0,2.4594316186372973,4.918863237274595
listening,2,2.1401819154628142e-05,15.511907043519884,9,NN,NN,0,listen,2.0,2.4594316186372973,4.918863237274595
clowns,2,2.1401819154628142e-05,15.511907043519884,6,NN,NNS,0,clown,1.0,3.4594316186372973,3.4594316186372973
fancy,2,2.1401819154628142e-05,15.511907043519884,5,NN,NN,0,fanci,1.0,3.4594316186372973,3.4594316186372973
wire,2,2.1401819154628142e-05,15.511907043519884,4,NN,NN,0,wire,1.0,3.4594316186372973,3.4594316186372973
barbed,2,2.1401819154628142e-05,15.511907043519884,6,JJ,JJ,0,barb,1.0,3.4594316186372973,3.4594316186372973
shoulders,2,2.1401819154628142e-05,15.511907043519884,9,NN,NNS,0,shoulder,1.0,3.4594316186372973,3.4594316186372973
kissed,2,2.1401819154628142e-05,15.511907043519884,6,VB,VBD,0,kiss,2.0,2.4594316186372973,4.918863237274595
scheming,2,2.1401819154628142e-05,15.511907043519884,8,NN,NN,0,scheme,1.0,3.4594316186372973,3.4594316186372973
crystal,2,2.1401819154628142e-05,15.511907043519884,7,JJ,JJ,0,crystal,2.0,2.4594316186372973,4.918863237274595
wise,2,2.1401819154628142e-05,15.511907043519884,4,NN,NN,0,wise,2.0,2.4594316186372973,4.918863237274595
philosophy,2,2.1401819154628142e-05,15.511907043519884,10,NN,NN,0,philosophi,1.0,3.4594316186372973,3.4594316186372973
directly,2,2.1401819154628142e-05,15.511907043519884,8,RB,RB,0,directli,1.0,3.4594316186372973,3.4594316186372973
sex,2,2.1401819154628142e-05,15.511907043519884,3,NN,NN,0,sex,1.0,3.4594316186372973,3.4594316186372973
rooting,2,2.1401819154628142e-05,15.511907043519884,7,VB,VBG,0,root,1.0,3.4594316186372973,3.4594316186372973
antihero,2,2.1401819154628142e-05,15.511907043519884,8,NN,NN,0,antihero,1.0,3.4594316186372973,3.4594316186372973
sixteen,2,2.1401819154628142e-05,15.511907043519884,7,JJ,JJ,0,sixteen,2.0,2.4594316186372973,4.918863237274595
underestimate,2,2.1401819154628142e-05,15.511907043519884,13,VB,VB,0,underestim,1.0,3.4594316186372973,3.4594316186372973
greet,2,2.1401819154628142e-05,15.511907043519884,5,VB,VB,0,greet,2.0,2.4594316186372973,4.918863237274595
starting,2,2.1401819154628142e-05,15.511907043519884,8,NN,NN,0,start,1.0,3.4594316186372973,3.4594316186372973
heights,2,2.1401819154628142e-05,15.511907043519884,7,NN,NNS,0,height,2.0,2.4594316186372973,4.918863237274595
spoken,2,2.1401819154628142e-05,15.511907043519884,6,NN,NNP,0,spoken,2.0,2.4594316186372973,4.918863237274595
serves,2,2.1401819154628142e-05,15.511907043519884,6,VB,VBZ,0,serv,1.0,3.4594316186372973,3.4594316186372973
thirty,2,2.1401819154628142e-05,15.511907043519884,6,NN,NN,0,thirti,2.0,2.4594316186372973,4.918863237274595
gentle,2,2.1401819154628142e-05,15.511907043519884,6,JJ,JJ,0,gentl,2.0,2.4594316186372973,4.918863237274595
bounce,2,2.1401819154628142e-05,15.511907043519884,6,NN,NNP,0,bounc,1.0,3.4594316186372973,3.4594316186372973
visit,2,2.1401819154628142e-05,15.511907043519884,5,VB,VB,0,visit,2.0,2.4594316186372973,4.918863237274595
anticipatin,2,2.1401819154628142e-05,15.511907043519884,11,NN,NN,0,anticipatin,1.0,3.4594316186372973,3.4594316186372973
brush,2,2.1401819154628142e-05,15.511907043519884,5,NN,NN,0,brush,1.0,3.4594316186372973,3.4594316186372973
laboodudidaa,2,2.1401819154628142e-05,15.511907043519884,12,JJ,JJ,0,laboodudidaa,1.0,3.4594316186372973,3.4594316186372973
wishes,2,2.1401819154628142e-05,15.511907043519884,6,NN,NNS,0,wish,1.0,3.4594316186372973,3.4594316186372973
swings,2,2.1401819154628142e-05,15.511907043519884,6,NN,NNS,0,swing,2.0,2.4594316186372973,4.918863237274595
double,2,2.1401819154628142e-05,15.511907043519884,6,JJ,JJ,0,doubl,1.0,3.4594316186372973,3.4594316186372973
barren,2,2.1401819154628142e-05,15.511907043519884,6,NN,NNS,0,barren,1.0,3.4594316186372973,3.4594316186372973
quiet,2,2.1401819154628142e-05,15.511907043519884,5,JJ,JJ,0,quiet,1.0,3.4594316186372973,3.4594316186372973
gladly,2,2.1401819154628142e-05,15.511907043519884,6,RB,RB,0,gladli,1.0,3.4594316186372973,3.4594316186372973
youu8287,2,2.1401819154628142e-05,15.511907043519884,8,NN,NNS,0,youu8287,1.0,3.4594316186372973,3.4594316186372973
twenties,2,2.1401819154628142e-05,15.511907043519884,8,NN,NNS,0,twenti,1.0,3.4594316186372973,3.4594316186372973
roaring,2,2.1401819154628142e-05,15.511907043519884,7,VB,VBG,0,roar,1.0,3.4594316186372973,3.4594316186372973
language,2,2.1401819154628142e-05,15.511907043519884,8,NN,NN,0,languag,2.0,2.4594316186372973,4.918863237274595
contrarian,2,2.1401819154628142e-05,15.511907043519884,10,JJ,JJ,0,contrarian,1.0,3.4594316186372973,3.4594316186372973
magazine,2,2.1401819154628142e-05,15.511907043519884,8,NN,NN,0,magazin,2.0,2.4594316186372973,4.918863237274595
coastal,2,2.1401819154628142e-05,15.511907043519884,7,JJ,JJ,0,coastal,1.0,3.4594316186372973,3.4594316186372973
internet,2,2.1401819154628142e-05,15.511907043519884,8,NN,NN,0,internet,1.0,3.4594316186372973,3.4594316186372973
mistake,2,2.1401819154628142e-05,15.511907043519884,7,NN,NN,0,mistak,1.0,3.4594316186372973,3.4594316186372973
resist,2,2.1401819154628142e-05,15.511907043519884,6,VB,VB,0,resist,2.0,2.4594316186372973,4.918863237274595
switch,2,2.1401819154628142e-05,15.511907043519884,6,NN,NN,0,switch,2.0,2.4594316186372973,4.918863237274595
youu8197,2,2.1401819154628142e-05,15.511907043519884,8,NN,NN,0,youu8197,1.0,3.4594316186372973,3.4594316186372973
ugh,2,2.1401819154628142e-05,15.511907043519884,3,NN,NNP,0,ugh,1.0,3.4594316186372973,3.4594316186372973
beneath,2,2.1401819154628142e-05,15.511907043519884,7,IN,IN,0,beneath,1.0,3.4594316186372973,3.4594316186372973
believed,2,2.1401819154628142e-05,15.511907043519884,8,VB,VBD,0,believ,2.0,2.4594316186372973,4.918863237274595
we92re,2,2.1401819154628142e-05,15.511907043519884,6,NN,NNS,0,we92r,2.0,2.4594316186372973,4.918863237274595
lesson,2,2.1401819154628142e-05,15.511907043519884,6,NN,NN,0,lesson,2.0,2.4594316186372973,4.918863237274595
curious,2,2.1401819154628142e-05,15.511907043519884,7,JJ,JJ,0,curiou,2.0,2.4594316186372973,4.918863237274595
common,2,2.1401819154628142e-05,15.511907043519884,6,JJ,JJ,0,common,2.0,2.4594316186372973,4.918863237274595
strange,2,2.1401819154628142e-05,15.511907043519884,7,JJ,JJ,0,strang,1.0,3.4594316186372973,3.4594316186372973
ohwoooh,2,2.1401819154628142e-05,15.511907043519884,7,JJ,JJ,0,ohwoooh,1.0,3.4594316186372973,3.4594316186372973
youuc0u8197,2,2.1401819154628142e-05,15.511907043519884,11,JJ,JJ,0,youuc0u8197,1.0,3.4594316186372973,3.4594316186372973
contagious,2,2.1401819154628142e-05,15.511907043519884,10,JJ,JJ,0,contagi,1.0,3.4594316186372973,3.4594316186372973
wrapped,2,2.1401819154628142e-05,15.511907043519884,7,VB,VBD,0,wrap,2.0,2.4594316186372973,4.918863237274595
begged,2,2.1401819154628142e-05,15.511907043519884,6,VB,VBD,0,beg,2.0,2.4594316186372973,4.918863237274595
flowing,2,2.1401819154628142e-05,15.511907043519884,7,VB,VBG,0,flow,2.0,2.4594316186372973,4.918863237274595
worry,2,2.1401819154628142e-05,15.511907043519884,5,VB,VBP,0,worri,2.0,2.4594316186372973,4.918863237274595
rose9,2,2.1401819154628142e-05,15.511907043519884,5,NN,NN,0,rose9,1.0,3.4594316186372973,3.4594316186372973
claim,2,2.1401819154628142e-05,15.511907043519884,5,NN,NN,0,claim,2.0,2.4594316186372973,4.918863237274595
crisis,2,2.1401819154628142e-05,15.511907043519884,6,NN,NN,0,crisi,1.0,3.4594316186372973,3.4594316186372973
conscience,2,2.1401819154628142e-05,15.511907043519884,10,NN,NN,0,conscienc,1.0,3.4594316186372973,3.4594316186372973
paulette,2,2.1401819154628142e-05,15.511907043519884,8,JJ,JJ,0,paulett,1.0,3.4594316186372973,3.4594316186372973
plays,2,2.1401819154628142e-05,15.511907043519884,5,VB,VBZ,0,play,2.0,2.4594316186372973,4.918863237274595
moschino,2,2.1401819154628142e-05,15.511907043519884,8,NN,NNP,0,moschino,1.0,3.4594316186372973,3.4594316186372973
details,2,2.1401819154628142e-05,15.511907043519884,7,NN,NNS,0,detail,1.0,3.4594316186372973,3.4594316186372973
four,2,2.1401819154628142e-05,15.511907043519884,4,CD,CD,0,four,2.0,2.4594316186372973,4.918863237274595
youuc0u8287,2,2.1401819154628142e-05,15.511907043519884,11,NN,NNP,0,youuc0u8287,1.0,3.4594316186372973,3.4594316186372973
dropped,2,2.1401819154628142e-05,15.511907043519884,7,VB,VBD,0,drop,1.0,3.4594316186372973,3.4594316186372973
fences,2,2.1401819154628142e-05,15.511907043519884,6,NN,NNS,0,fenc,1.0,3.4594316186372973,3.4594316186372973
faces,2,2.1401819154628142e-05,15.511907043519884,5,VB,VBZ,0,face,1.0,3.4594316186372973,3.4594316186372973
stephanie,2,2.1401819154628142e-05,15.511907043519884,9,NN,NNP,0,stephani,1.0,3.4594316186372973,3.4594316186372973
passing,2,2.1401819154628142e-05,15.511907043519884,7,VB,VBG,0,pass,1.0,3.4594316186372973,3.4594316186372973
shotgun,2,2.1401819154628142e-05,15.511907043519884,7,NN,NN,0,shotgun,1.0,3.4594316186372973,3.4594316186372973
crowds,2,2.1401819154628142e-05,15.511907043519884,6,NN,NN,0,crowd,1.0,3.4594316186372973,3.4594316186372973
fashioned,2,2.1401819154628142e-05,15.511907043519884,9,NN,NNP,0,fashion,1.0,3.4594316186372973,3.4594316186372973
poisoned,2,2.1401819154628142e-05,15.511907043519884,8,VB,VBD,0,poison,1.0,3.4594316186372973,3.4594316186372973
lyrics,2,2.1401819154628142e-05,15.511907043519884,6,NN,NNS,0,lyric,1.0,3.4594316186372973,3.4594316186372973
marks,2,2.1401819154628142e-05,15.511907043519884,5,VB,VBZ,0,mark,1.0,3.4594316186372973,3.4594316186372973
natural,2,2.1401819154628142e-05,15.511907043519884,7,JJ,JJ,0,natur,2.0,2.4594316186372973,4.918863237274595
resentment,2,2.1401819154628142e-05,15.511907043519884,10,NN,NN,0,resent,2.0,2.4594316186372973,4.918863237274595
bra,2,2.1401819154628142e-05,15.511907043519884,3,NN,NN,0,bra,1.0,3.4594316186372973,3.4594316186372973
writing,2,2.1401819154628142e-05,15.511907043519884,7,VB,VBG,0,write,2.0,2.4594316186372973,4.918863237274595
crestfallen,2,2.1401819154628142e-05,15.511907043519884,11,NN,NNP,0,crestfallen,1.0,3.4594316186372973,3.4594316186372973
cascade,2,2.1401819154628142e-05,15.511907043519884,7,NN,NN,0,cascad,1.0,3.4594316186372973,3.4594316186372973
untrue,2,2.1401819154628142e-05,15.511907043519884,6,NN,NNP,0,untru,1.0,3.4594316186372973,3.4594316186372973
habits,2,2.1401819154628142e-05,15.511907043519884,6,NN,NNS,0,habit,2.0,2.4594316186372973,4.918863237274595
california,2,2.1401819154628142e-05,15.511907043519884,10,NN,NNP,0,california,1.0,3.4594316186372973,3.4594316186372973
patch,2,2.1401819154628142e-05,15.511907043519884,5,VB,VB,0,patch,1.0,3.4594316186372973,3.4594316186372973
cryin,2,2.1401819154628142e-05,15.511907043519884,5,VB,VBG,0,cryin,1.0,3.4594316186372973,3.4594316186372973
journey,2,2.1401819154628142e-05,15.511907043519884,7,NN,NN,0,journey,2.0,2.4594316186372973,4.918863237274595
ofuc0u8197,2,2.1401819154628142e-05,15.511907043519884,10,IN,IN,0,ofuc0u8197,1.0,3.4594316186372973,3.4594316186372973
typical,2,2.1401819154628142e-05,15.511907043519884,7,JJ,JJ,0,typic,1.0,3.4594316186372973,3.4594316186372973
stick,2,2.1401819154628142e-05,15.511907043519884,5,VB,VB,0,stick,2.0,2.4594316186372973,4.918863237274595
brown,2,2.1401819154628142e-05,15.511907043519884,5,NN,NN,0,brown,2.0,2.4594316186372973,4.918863237274595
inez,2,2.1401819154628142e-05,15.511907043519884,4,NN,NNP,0,inez,1.0,3.4594316186372973,3.4594316186372973
deeply,2,2.1401819154628142e-05,15.511907043519884,6,RB,RB,0,deepli,1.0,3.4594316186372973,3.4594316186372973
pocket,2,2.1401819154628142e-05,15.511907043519884,6,NN,NN,0,pocket,1.0,3.4594316186372973,3.4594316186372973
landing,2,2.1401819154628142e-05,15.511907043519884,7,NN,NN,0,land,1.0,3.4594316186372973,3.4594316186372973
raised,2,2.1401819154628142e-05,15.511907043519884,6,VB,VBN,0,rais,1.0,3.4594316186372973,3.4594316186372973
wood,2,2.1401819154628142e-05,15.511907043519884,4,NN,NN,0,wood,1.0,3.4594316186372973,3.4594316186372973
brittle,2,2.1401819154628142e-05,15.511907043519884,7,JJ,JJ,0,brittl,1.0,3.4594316186372973,3.4594316186372973
x,2,2.1401819154628142e-05,15.511907043519884,1,NN,NN,0,x,1.0,3.4594316186372973,3.4594316186372973
sinatra,2,2.1401819154628142e-05,15.511907043519884,7,NN,NNP,0,sinatra,1.0,3.4594316186372973,3.4594316186372973
candlelight,2,2.1401819154628142e-05,15.511907043519884,11,JJ,JJ,0,candlelight,2.0,2.4594316186372973,4.918863237274595
lullaby,2,2.1401819154628142e-05,15.511907043519884,7,NN,NN,0,lullabi,1.0,3.4594316186372973,3.4594316186372973
smarter,2,2.1401819154628142e-05,15.511907043519884,7,RB,RB,0,smarter,1.0,3.4594316186372973,3.4594316186372973
ruined,2,2.1401819154628142e-05,15.511907043519884,6,VB,VBD,0,ruin,2.0,2.4594316186372973,4.918863237274595
guitar,2,2.1401819154628142e-05,15.511907043519884,6,NN,NN,0,guitar,2.0,2.4594316186372973,4.918863237274595
finale,2,2.1401819154628142e-05,15.511907043519884,6,NN,NN,0,final,1.0,3.4594316186372973,3.4594316186372973
dive,2,2.1401819154628142e-05,15.511907043519884,4,JJ,JJ,0,dive,1.0,3.4594316186372973,3.4594316186372973
writin,2,2.1401819154628142e-05,15.511907043519884,6,NN,NN,0,writin,1.0,3.4594316186372973,3.4594316186372973
tow,2,2.1401819154628142e-05,15.511907043519884,3,NN,NN,0,tow,1.0,3.4594316186372973,3.4594316186372973
woke,2,2.1401819154628142e-05,15.511907043519884,4,VB,VBD,0,woke,2.0,2.4594316186372973,4.918863237274595
fightin,2,2.1401819154628142e-05,15.511907043519884,7,JJ,JJ,0,fightin,1.0,3.4594316186372973,3.4594316186372973
gain,2,2.1401819154628142e-05,15.511907043519884,4,NN,NN,0,gain,2.0,2.4594316186372973,4.918863237274595
letters,2,2.1401819154628142e-05,15.511907043519884,7,NN,NNS,0,letter,1.0,3.4594316186372973,3.4594316186372973
pen,2,2.1401819154628142e-05,15.511907043519884,3,NN,NN,0,pen,1.0,3.4594316186372973,3.4594316186372973
luc0u1077,2,2.1401819154628142e-05,15.511907043519884,9,VB,VB,0,luc0u1077,2.0,2.4594316186372973,4.918863237274595
darkened,2,2.1401819154628142e-05,15.511907043519884,8,JJ,JJ,0,darken,2.0,2.4594316186372973,4.918863237274595
manifest,2,2.1401819154628142e-05,15.511907043519884,8,JJ,JJS,0,manifest,1.0,3.4594316186372973,3.4594316186372973
school,2,2.1401819154628142e-05,15.511907043519884,6,NN,NN,0,school,2.0,2.4594316186372973,4.918863237274595
otherwise,2,2.1401819154628142e-05,15.511907043519884,9,RB,RB,0,otherwis,1.0,3.4594316186372973,3.4594316186372973
dro,2,2.1401819154628142e-05,15.511907043519884,3,NN,NN,0,dro,1.0,3.4594316186372973,3.4594316186372973
weed,2,2.1401819154628142e-05,15.511907043519884,4,NN,NN,0,weed,1.0,3.4594316186372973,3.4594316186372973
standard,2,2.1401819154628142e-05,15.511907043519884,8,NN,NN,0,standard,2.0,2.4594316186372973,4.918863237274595
flight,2,2.1401819154628142e-05,15.511907043519884,6,NN,NN,0,flight,2.0,2.4594316186372973,4.918863237274595
defeat,2,2.1401819154628142e-05,15.511907043519884,6,NN,NN,0,defeat,2.0,2.4594316186372973,4.918863237274595
taylor,2,2.1401819154628142e-05,15.511907043519884,6,NN,NN,0,taylor,1.0,3.4594316186372973,3.4594316186372973
compliment,2,2.1401819154628142e-05,15.511907043519884,10,NN,NN,0,compliment,1.0,3.4594316186372973,3.4594316186372973
consequence,2,2.1401819154628142e-05,15.511907043519884,11,NN,NN,0,consequ,1.0,3.4594316186372973,3.4594316186372973
bound,2,2.1401819154628142e-05,15.511907043519884,5,VB,VBN,0,bound,1.0,3.4594316186372973,3.4594316186372973
ending,2,2.1401819154628142e-05,15.511907043519884,6,VB,VBG,0,end,2.0,2.4594316186372973,4.918863237274595
dreamed,2,2.1401819154628142e-05,15.511907043519884,7,VB,VBD,0,dream,2.0,2.4594316186372973,4.918863237274595
crimes,2,2.1401819154628142e-05,15.511907043519884,6,NN,NNS,0,crime,1.0,3.4594316186372973,3.4594316186372973
unbelievable,2,2.1401819154628142e-05,15.511907043519884,12,JJ,JJ,0,unbeliev,1.0,3.4594316186372973,3.4594316186372973
glory,2,2.1401819154628142e-05,15.511907043519884,5,NN,NN,0,glori,1.0,3.4594316186372973,3.4594316186372973
underlined,2,2.1401819154628142e-05,15.511907043519884,10,JJ,JJ,0,underlin,1.0,3.4594316186372973,3.4594316186372973
sand,2,2.1401819154628142e-05,15.511907043519884,4,NN,NN,0,sand,2.0,2.4594316186372973,4.918863237274595
compares,2,2.1401819154628142e-05,15.511907043519884,8,NN,NNS,0,compar,1.0,3.4594316186372973,3.4594316186372973
